Algorithm,CV ROC-AUC,Test ROC-AUC,Clinical Threshold,Not Recovered Detection Rate,Optimized Test F1
Random Forest (Class-Balanced & Constrained),0.565 ± 0.101,0.583,0.520,81.8%,0.400
