Algorithm,Parameters,Train ROC-AUC,Test ROC-AUC,Test F1 (Macro Avg)
XGBoost,"{learning_rate = 0.1, max_depth = 3, n_estimators = 250, pca_n_components = 5}",0.766 ± 0.042,0.835,0.789
