Algorithm,Parameters,Mean AUC,Std AUC,Mean F1,Std F1,Mean Precision,Std Precision,Mean Recall,Std Recall,N Folds
XGBoost,Optuna-tuned per fold,0.777,0.053,0.686,0.056,0.693,0.055,0.689,0.056,25
