Algorithm,Parameters,CV ROC-AUC,CV F1 (Macro Avg),Test ROC-AUC,Test F1 (Macro Avg),Features Selected
XGBoost (Paper Framework),"{learning_rate = 0.03, max_depth = 3, n_estimators = 200}",0.790,0.715,0.778,0.745,4
