Algorithm,Parameters,Mean AUC,Std AUC,Mean F1,Std F1,Mean Precision,Std Precision,Mean Recall,Std Recall,N Folds
LightGBM,Optuna-tuned per fold,0.769,0.062,0.703,0.058,0.704,0.057,0.707,0.057,25
